Населено място,Търговски обект,Наименование на продукта,Код на продукта,Категория,Цена на дребно,Цена в промоция
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Вечерница 3",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Йордан Гавазов 23",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, ж.к. Гагарин, ул. Огражден, п.к.№400",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, ж.к. Изгрев, ул. Герлово 1",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, район Централен, ул. Капитан Райчо 32, бл.16, ет.1",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, ж.к. Тракия, бл.14, вх.1, ет.1",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, кв. Христо Смирненски, бул. Пещерско шосе № 133 /КОРОНА/",Наденица KEN македонска нас.кг,619825,27,8.18,
68850,"гр. Стара Загора, ул . Загорка №44",Наденица KEN македонска нас.кг,619825,27,8.18,
4501,"гр. Бобов дол, ул. Димитър Благоев №28",Наденица KEN македонска нас.кг,619825,27,8.18,
51980,"гр. Стамболийски, ул.Търговски №50",Наденица KEN македонска нас.кг,619825,27,8.18,
39030,"гр. Котел, ул. Хаджи Къна Боева №4, ет.2",Наденица KEN македонска нас.кг,619825,27,8.18,
40422,"гр. Кубрат, ул. Княз Борис I №2",Наденица KEN македонска нас.кг,619825,27,8.18,
77195,"гр. Хасково, м. Увата №214.4",Наденица KEN македонска нас.кг,619825,27,8.18,
7079,"гр. Бургас, кв. Славейков",Наденица KEN македонска нас.кг,619825,27,8.18,
21912,"гр. Долни чифлик, ул. Тича №25",Наденица KEN македонска нас.кг,619825,27,8.18,
17974,"гр. Средец, ул. Никола Попов 2А",Наденица KEN македонска нас.кг,619825,27,8.18,
81414,"гр. Чирпан, ул. Неделчо Николов №5",Наденица KEN македонска нас.кг,619825,27,8.18,
68789,"гр. Дупница, ул. Иван Вазов № 26",Наденица KEN македонска нас.кг,619825,27,8.18,
56407,"гр. Пирдоп, ул. Васил Левски 8  ",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
55302,"гр. Панагюрище, ул. Макгахан №2",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
16359,"гр. Горна Оряховица, ул. Васил Левски 10",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
41112,"гр. Кюстендил, ул. Тинтява № 49",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
56784,"гр. Пловдив, бул. Васил Априлов 102",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Вечерница 3",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
56784,"гр. Пловдив, ж.к. Гагарин, ул. Огражден, п.к.№400",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
52009,"гр. Нови Пазар, ул. Оборище 29",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
65677,"гр. Свиленград, ул. Гео Милев № 2",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
51980,"гр. Стамболийски, ул.Търговски №50",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
77195,"гр. Хасково, м. Увата №214.4",Наденица ОРЕНДА македонска нас.кг,911284,27,6.42, 5.79 
68134,"гр. София, ул. Костенски водопад 102",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
38902,"гр. Костенец,  Центр. градска част, кв. 89, ул. Търговска",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
65231,"гр. Самоков, ул. Искър 2А",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
56722,"гр. Плевен, ж.к. Сторгозия № 79",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
51500,"гр. Несебър, ул. ж.к.Черно море 40-42",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
56784,"гр. Пловдив, кв. Христо Смирненски, ул. Равнища 4",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
68134,"гр. София, бул. Ген. Столетов №70",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
65766,"гр. Свищов, ул. Люлин №20",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
35167,"гр. Казанлък, ул. Бачо Киро №4",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
10450,"гр. Велинград, ул. Хан Аспарух 2 В,Г",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
68134,"гр. София, ж.к. Люлин 3, бул. Панчо Владигеров 44",Шунка КОЛБАСО свинска 800г,1325067,27,4.85,
68134,"гр. София, ж.к. Младост 1, до бл.72А",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Люлин-2, до бл. 227",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Връбница, ул. Златен клас 10",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Сухата река, ул. Тодорини кукли 47",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Гевгелийски, ул. Мачуково, срещу бл. 1",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ул. Костенски водопад 102",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Иван Вазов, ул.  Стефан Малинов 2",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Изток, ул. Атанас Далчев 2",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, кв. Редута ул. Атанас Узунов 14",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Лагера, ул. Баба Илийца 2",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, кв. Слатина, ул. Камчия 1 /срещу бл.19/",Шунка ТАНДЕМ 300гр,734809,27,4.6,
56407,"гр. Пирдоп, ул. Васил Левски 8  ",Шунка ТАНДЕМ 300гр,734809,27,4.6,
39921,"гр. Кричим, пл. Демокрация №8",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Дружба, до бл.86",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Мусагеница, ул. Боян Дановски 11",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Младост 4, ул. Бъднина 15",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Разсадника, бл. 129-130, вх. Г, ет. Партер",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Шунка ТАНДЕМ 300гр,734809,27,4.6,
38902,"гр. Костенец,  Центр. градска част, кв. 89, ул. Търговска",Шунка ТАНДЕМ 300гр,734809,27,4.6,
55871,"гр. Перник 2, кв. ""Изток"", ул. Благой Гебрев,  35А",Шунка ТАНДЕМ 300гр,734809,27,4.6,
65231,"гр. Самоков, ул. Искър 2А",Шунка ТАНДЕМ 300гр,734809,27,4.6,
41112,"гр. Кюстендил, ул. Тинтява № 49",Шунка ТАНДЕМ 300гр,734809,27,4.6,
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13",Шунка ТАНДЕМ 300гр,734809,27,4.6,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Шунка ТАНДЕМ 300гр,734809,27,4.6,
53535,"гр. Омуртаг, ул. Цар Освободител 33",Шунка ТАНДЕМ 300гр,734809,27,4.6,
57652,"гр. Попово, ул. „Панайот Хитов” 9",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, Възкресение, бул. Възкресение 85",Шунка ТАНДЕМ 300гр,734809,27,4.6,
61813,"гр. Разлог, ул. Гоце Делчев 53",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Дружба 1, ул. „5030“ 6",Шунка ТАНДЕМ 300гр,734809,27,4.6,
38978,"гр. Костинброд, ул. Йордан Йовков 39",Шунка ТАНДЕМ 300гр,734809,27,4.6,
56722,"гр. Плевен, ж.к. Сторгозия № 79",Шунка ТАНДЕМ 300гр,734809,27,4.6,
44327,"гр. Луковит, ул. Момчилец 1",Шунка ТАНДЕМ 300гр,734809,27,4.6,
68134,"гр. София, ж.к. Люлин 9, ул. Асен Николов 19",Шунка ТАНДЕМ 300гр,734809,27,4.6,
87374,"гр. Ямбол, ул. Търговска 85",Шунка ТАНДЕМ 300гр,734809,27,4.6,
51809,"гр. Нова Загора, ул. Христо Ботев № 33",Шунка ТАНДЕМ 300гр,734809,27,4.6,
27632,"гр. Етрополе, бул. Партизанска №1",Шунка ТАНДЕМ 300гр,734809,27,4.6,
151,гр. Айтос ул.Хаджи Димиър 27,Шунка ТАНДЕМ 300гр,734809,27,4.6,
56784,"гр. Пловдив, бул. Васил Априлов 102",Шунка ТАНДЕМ 300гр,734809,27,4.6,
702,"гр. Асеновград, ул. Александър Стамболийски 7",Шунка ТАНДЕМ 300гр,734809,27,4.6,
59080,"гр. Първомай,  ул. Орфей 16",Шунка ТАНДЕМ 300гр,734809,27,4.6,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Вечерница 3",Шунка ТАНДЕМ 300гр,734809,27,4.6,
